id,review_body,tokenized_text
122182,very good and always gets me where i'm going. never missed an address and never had any problems...,"[101, 2200, 2204, 1998, 2467, 4152, 2033, 2073, 1045, 1005, 1049, 2183, 1012, 2196, 4771, 2019, 4769, 1998, 2196, 2018, 2151, 3471, 1012, 1012, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
106676,"seller rates an excellant on service, speed of delivery and overall experience.  seller rates very good on price.  i would buy from this seller again.","[101, 14939, 6165, 2019, 24970, 5802, 2102, 2006, 2326, 1010, 3177, 1997, 6959, 1998, 3452, 3325, 1012, 14939, 6165, 2200, 2204, 2006, 3976, 1012, 1045, 2052, 4965, 2013, 2023, 14939, 2153, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
19869,"very good software, and very simple to use.","[101, 2200, 2204, 4007, 1010, 1998, 2200, 3722, 2000, 2224, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
87389,"i purchased this to use to add and store my recipes.  existing recipes on cd do not include carbs, calories, etc.<br />process to add recipes slow.","[101, 1045, 4156, 2023, 2000, 2224, 2000, 5587, 1998, 3573, 2026, 19328, 1012, 4493, 19328, 2006, 3729, 2079, 2025, 2421, 2482, 5910, 1010, 10250, 18909, 1010, 4385, 1012, 1026, 7987, 1013, 1028, 2832, 2000, 5587, 19328, 4030, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
85498,"word crushes very frequently, so much that i try to avoid it whenever possible. using pages instead. do not buy.","[101, 2773, 10188, 2229, 2200, 4703, 1010, 2061, 2172, 2008, 1045, 3046, 2000, 4468, 2009, 7188, 2825, 1012, 2478, 5530, 2612, 1012, 2079, 2025, 4965, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8033,"have used norton for years and now with all the android items in the house, this was the perfect way to go.  easy to install on every device.","[101, 2031, 2109, 10770, 2005, 2086, 1998, 2085, 2007, 2035, 1996, 11924, 5167, 1999, 1996, 2160, 1010, 2023, 2001, 1996, 3819, 2126, 2000, 2175, 1012, 3733, 2000, 16500, 2006, 2296, 5080, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
114380,"item was shipped so fast.  i thought i ordered the rush shipping by mistake, but i didn't.  product is in great condition.  thanks a lot","[101, 8875, 2001, 12057, 2061, 3435, 1012, 1045, 2245, 1045, 3641, 1996, 5481, 7829, 2011, 6707, 1010, 2021, 1045, 2134, 1005, 1056, 1012, 4031, 2003, 1999, 2307, 4650, 1012, 4283, 1037, 2843, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
113392,"i used to love this, so i feel bad needing to give it a 1 right now.    however, they do not support 64-bit windows operating systems as of nov 2009.  like other reviewers, i now need to find a new program.","[101, 1045, 2109, 2000, 2293, 2023, 1010, 2061, 1045, 2514, 2919, 11303, 2000, 2507, 2009, 1037, 1015, 2157, 2085, 1012, 2174, 1010, 2027, 2079, 2025, 2490, 4185, 1011, 2978, 3645, 4082, 3001, 2004, 1997, 13292, 2268, 1012, 2066, 2060, 15814, 1010, 1045, 2085, 2342, 2000, 2424, 1037, 2047, 2565, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
45178,good software .installs easily .it is one of 2 address programs i purchased .i like it second to address manager software.,"[101, 2204, 4007, 1012, 16500, 2015, 4089, 1012, 2009, 2003, 2028, 1997, 1016, 4769, 3454, 1045, 4156, 1012, 1045, 2066, 2009, 2117, 2000, 4769, 3208, 4007, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
100376,"good fun. played both on wildtangent. white wolf is the better of the two, but they both are excellent her interactive games.[[asin:b003ayjwiy nancy drew: double dare 6 (the white wolf of icicle creek / legend of the crystal skull)]]","[101, 2204, 4569, 1012, 2209, 2119, 2006, 3748, 26067, 4765, 1012, 2317, 4702, 2003, 1996, 2488, 1997, 1996, 2048, 1010, 2021, 2027, 2119, 2024, 6581, 2014, 9123, 2399, 1012, 1031, 1031, 2004, 2378, 1024, 1038, 8889, 2509, 4710, 3501, 9148, 2100, 7912, 3881, 1024, 3313, 8108, 1020, 1006, 1996, 2317, 4702, 1997, 24582, 25128, 3636, 1013, 5722, 1997, 1996, 6121, 7412, 1007, 1033, 102]"
73641,well the hd is good but if you have the time to sink your videos for audio if you are doing a live commentary its really bad i would say buy the haupauge hd pvr 2 or elgato game capture thank you and good bye,"[101, 2092, 1996, 10751, 2003, 2204, 2021, 2065, 2017, 2031, 1996, 2051, 2000, 7752, 2115, 6876, 2005, 5746, 2065, 2017, 2024, 2725, 1037, 2444, 8570, 2049, 2428, 2919, 1045, 2052, 2360, 4965, 1996, 5292, 6279, 4887, 3351, 10751, 26189, 2099, 1016, 2030, 3449, 20697, 2080, 2208, 5425, 4067, 2017, 1998, 2204, 9061, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
117340,did not work on one computer with windows vista and not as user friendly as card games disc was,"[101, 2106, 2025, 2147, 2006, 2028, 3274, 2007, 3645, 13005, 1998, 2025, 2004, 5310, 5379, 2004, 4003, 2399, 5860, 2001, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
21532,hard to read doesn't even look like my quad. i wanted to see were the oil filter was. nothing i have a 2004 z 250 quad. not happy at all !,"[101, 2524, 2000, 3191, 2987, 1005, 1056, 2130, 2298, 2066, 2026, 17718, 1012, 1045, 2359, 2000, 2156, 2020, 1996, 3514, 11307, 2001, 1012, 2498, 1045, 2031, 1037, 2432, 1062, 5539, 17718, 1012, 2025, 3407, 2012, 2035, 999, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
4600,i hate this program it is not user friendly at all.,"[101, 1045, 5223, 2023, 2565, 2009, 2003, 2025, 5310, 5379, 2012, 2035, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
23037,i have used this program for years for a small business.  it is awesome!  does everything i need it to do and you can't beat the price!,"[101, 1045, 2031, 2109, 2023, 2565, 2005, 2086, 2005, 1037, 2235, 2449, 1012, 2009, 2003, 12476, 999, 2515, 2673, 1045, 2342, 2009, 2000, 2079, 1998, 2017, 2064, 1005, 1056, 3786, 1996, 3976, 999, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
22995,i have been doing my return with turbotax for years. this year they succumbed to greed and stupidity and forgot about their loyal users. anybody who doesn't switch to cheaper alternatives that do the job just as well is making a fool of themselves.,"[101, 1045, 2031, 2042, 2725, 2026, 2709, 2007, 15386, 2696, 2595, 2005, 2086, 1012, 2023, 2095, 2027, 25642, 2000, 22040, 1998, 28072, 1998, 9471, 2055, 2037, 8884, 5198, 1012, 10334, 2040, 2987, 1005, 1056, 6942, 2000, 16269, 15955, 2008, 2079, 1996, 3105, 2074, 2004, 2092, 2003, 2437, 1037, 7966, 1997, 3209, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
86720,why are all your items so over priced? maybe you should fix this problem so people don't get confused and waste their money,"[101, 2339, 2024, 2035, 2115, 5167, 2061, 2058, 21125, 1029, 2672, 2017, 2323, 8081, 2023, 3291, 2061, 2111, 2123, 1005, 1056, 2131, 5457, 1998, 5949, 2037, 2769, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
92454,"nice upgrade from vista that will not be supported by microsoft  in 2013, i installed it in a new hard drive because my old one had failed, it installed in less than 15 minutes.","[101, 3835, 12200, 2013, 13005, 2008, 2097, 2025, 2022, 3569, 2011, 7513, 1999, 2286, 1010, 1045, 5361, 2009, 1999, 1037, 2047, 2524, 3298, 2138, 2026, 2214, 2028, 2018, 3478, 1010, 2009, 5361, 1999, 2625, 2084, 2321, 2781, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
124959,this is a great program and i got a great bargain price.  thanks for having such a deal for me.,"[101, 2023, 2003, 1037, 2307, 2565, 1998, 1045, 2288, 1037, 2307, 17113, 3976, 1012, 4283, 2005, 2383, 2107, 1037, 3066, 2005, 2033, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
129333,we too were excited to get this well reviewed educational game and are very frustrated at not being able to use it. no assistance from creators as emails go unanswered and phone message box is full. anyone with any suggestions?  thanks!!,"[101, 2057, 2205, 2020, 7568, 2000, 2131, 2023, 2092, 8182, 4547, 2208, 1998, 2024, 2200, 10206, 2012, 2025, 2108, 2583, 2000, 2224, 2009, 1012, 2053, 5375, 2013, 17277, 2004, 22028, 2175, 14477, 3619, 13777, 2098, 1998, 3042, 4471, 3482, 2003, 2440, 1012, 3087, 2007, 2151, 15690, 1029, 4283, 999, 999, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
11297,not even close to being as good as turbo tax.  program kept crashing will never use again.....,"[101, 2025, 2130, 2485, 2000, 2108, 2004, 2204, 2004, 15386, 4171, 1012, 2565, 2921, 12894, 2097, 2196, 2224, 2153, 1012, 1012, 1012, 1012, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
61895,this product key did not work: microsoft refused it. apparently some work and some don't. i spent a little more and ordered office13 from microsoft.,"[101, 2023, 4031, 3145, 2106, 2025, 2147, 1024, 7513, 4188, 2009, 1012, 4593, 2070, 2147, 1998, 2070, 2123, 1005, 1056, 1012, 1045, 2985, 1037, 2210, 2062, 1998, 3641, 2436, 17134, 2013, 7513, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
52500,great product. worked as promised. i have been satisfied with turbotax for more than 20 tax seasons. i highly recommend it.,"[101, 2307, 4031, 1012, 2499, 2004, 5763, 1012, 1045, 2031, 2042, 8510, 2007, 15386, 2696, 2595, 2005, 2062, 2084, 2322, 4171, 3692, 1012, 1045, 3811, 16755, 2009, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
44402,"most of these game are in your other slot games, not enough information to find objects. after playing it a few times i don't even look at it anymore.","[101, 2087, 1997, 2122, 2208, 2024, 1999, 2115, 2060, 10453, 2399, 1010, 2025, 2438, 2592, 2000, 2424, 5200, 1012, 2044, 2652, 2009, 1037, 2261, 2335, 1045, 2123, 1005, 1056, 2130, 2298, 2012, 2009, 4902, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
118028,"customer service sucks; there effectively is no meaningful help if this thing stops working, so just go buy something else.","[101, 8013, 2326, 19237, 1025, 2045, 6464, 2003, 2053, 15902, 2393, 2065, 2023, 2518, 6762, 2551, 1010, 2061, 2074, 2175, 4965, 2242, 2842, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
45900,both programs loaded easily ands both programs work great.  obviously theres a learning curve as with all software but im satisfied i got a great value for my money.,"[101, 2119, 3454, 8209, 4089, 1998, 2015, 2119, 3454, 2147, 2307, 1012, 5525, 2045, 2015, 1037, 4083, 7774, 2004, 2007, 2035, 4007, 2021, 10047, 8510, 1045, 2288, 1037, 2307, 3643, 2005, 2026, 2769, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1022,perfect manualen easyjet to use top !!!,"[101, 3819, 6410, 2368, 3733, 15759, 2000, 2224, 2327, 999, 999, 999, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
133362,"funny, this doesn't seem to be very &quot;free.&quot;","[101, 6057, 1010, 2023, 2987, 1005, 1056, 4025, 2000, 2022, 2200, 1004, 22035, 2102, 1025, 2489, 1012, 1004, 22035, 2102, 1025, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
105772,"running in os 9.2, booted and within x both, it is not as stable or as flexible as v2.0.  i've basically put it aside and gone back to v2.0.","[101, 2770, 1999, 9808, 1023, 1012, 1016, 1010, 9573, 2098, 1998, 2306, 1060, 2119, 1010, 2009, 2003, 2025, 2004, 6540, 2030, 2004, 12379, 2004, 1058, 2475, 1012, 1014, 1012, 1045, 1005, 2310, 10468, 2404, 2009, 4998, 1998, 2908, 2067, 2000, 1058, 2475, 1012, 1014, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
100155,"cannot get the program to work, sorry i wasted my money,too dam bad that i even considered buying this piece of crap, what a waste. waste of money.","[101, 3685, 2131, 1996, 2565, 2000, 2147, 1010, 3374, 1045, 13842, 2026, 2769, 1010, 2205, 5477, 2919, 2008, 1045, 2130, 2641, 9343, 2023, 3538, 1997, 10231, 1010, 2054, 1037, 5949, 1012, 5949, 1997, 2769, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
24126,"it is a little bit old, there are better products nowadays in the market.","[101, 2009, 2003, 1037, 2210, 2978, 2214, 1010, 2045, 2024, 2488, 3688, 13367, 1999, 1996, 3006, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
108258,"this is virtually identical to the prior year's version, so expect the same brutal experience.  do not buy!  if you're curious about the issues with these recent additions, read the 2010 reviews.  there's no point in repeating them in this review.","[101, 2023, 2003, 8990, 7235, 2000, 1996, 3188, 2095, 1005, 1055, 2544, 1010, 2061, 5987, 1996, 2168, 12077, 3325, 1012, 2079, 2025, 4965, 999, 2065, 2017, 1005, 2128, 8025, 2055, 1996, 3314, 2007, 2122, 3522, 13134, 1010, 3191, 1996, 2230, 4391, 1012, 2045, 1005, 1055, 2053, 2391, 1999, 15192, 2068, 1999, 2023, 3319, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
126514,i beleive that finally microsoft finally found the right features and functions in a very good package.<br /><br />congratulations,"[101, 1045, 19337, 7416, 3726, 2008, 2633, 7513, 2633, 2179, 1996, 2157, 2838, 1998, 4972, 1999, 1037, 2200, 2204, 7427, 1012, 1026, 7987, 1013, 1028, 1026, 7987, 1013, 1028, 23156, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
105512,"our kindergardener likes it, and it has maintained her attention long enough to be of value for what we paid for it. it would also be good for first-graders, as there are concepts she does need assistance with.","[101, 2256, 2785, 2121, 13444, 24454, 7777, 2009, 1010, 1998, 2009, 2038, 5224, 2014, 3086, 2146, 2438, 2000, 2022, 1997, 3643, 2005, 2054, 2057, 3825, 2005, 2009, 1012, 2009, 2052, 2036, 2022, 2204, 2005, 2034, 1011, 23256, 1010, 2004, 2045, 2024, 8474, 2016, 2515, 2342, 5375, 2007, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
98751,"great purchase great product and a great price!!!!!!!!!!!  love norton antivirus,specially the 360 protects your computer from everything,easy to download. just love it.","[101, 2307, 5309, 2307, 4031, 1998, 1037, 2307, 3976, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 999, 2293, 10770, 3424, 23350, 1010, 11974, 1996, 9475, 18227, 2115, 3274, 2013, 2673, 1010, 3733, 2000, 8816, 1012, 2074, 2293, 2009, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
47392,great software. does everything you need a burning software to do. never crashes and burns flawlessly. includes label designing program for cd/dvd labels.,"[101, 2307, 4007, 1012, 2515, 2673, 2017, 2342, 1037, 5255, 4007, 2000, 2079, 1012, 2196, 19119, 1998, 7641, 27503, 2135, 1012, 2950, 3830, 12697, 2565, 2005, 3729, 1013, 4966, 10873, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
16774,"great as always easy to use, accurate and fast!","[101, 2307, 2004, 2467, 3733, 2000, 2224, 1010, 8321, 1998, 3435, 999, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
64643,this product did not work well at all and i had to use the three try's up right off and<br />i had to order something else,"[101, 2023, 4031, 2106, 2025, 2147, 2092, 2012, 2035, 1998, 1045, 2018, 2000, 2224, 1996, 2093, 3046, 1005, 1055, 2039, 2157, 2125, 1998, 1026, 7987, 1013, 1028, 1045, 2018, 2000, 2344, 2242, 2842, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
39360,great tool. without i would certainly fail my computer class cis-82 at trade tech.,"[101, 2307, 6994, 1012, 2302, 1045, 2052, 5121, 8246, 2026, 3274, 2465, 20199, 1011, 6445, 2012, 3119, 6627, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
72415,"i had a version of cc years ago and honestly, beside  having better graphics this version was no different. i was hoping to be able to link calendar entries to websites etc. it just hasn't kept up with the available technology. total waste of money.","[101, 1045, 2018, 1037, 2544, 1997, 10507, 2086, 3283, 1998, 9826, 1010, 3875, 2383, 2488, 8389, 2023, 2544, 2001, 2053, 2367, 1012, 1045, 2001, 5327, 2000, 2022, 2583, 2000, 4957, 8094, 10445, 2000, 11744, 4385, 1012, 2009, 2074, 8440, 1005, 1056, 2921, 2039, 2007, 1996, 2800, 2974, 1012, 2561, 5949, 1997, 2769, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
9721,intuit wants all your personal information and it's not as user friendly as previous versions. if you are a quicken user this isn't worth the upgrade.,"[101, 20014, 14663, 4122, 2035, 2115, 3167, 2592, 1998, 2009, 1005, 1055, 2025, 2004, 5310, 5379, 2004, 3025, 4617, 1012, 2065, 2017, 2024, 1037, 4248, 2368, 5310, 2023, 3475, 1005, 1056, 4276, 1996, 12200, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
54943,would not recomend this to anyone.. this is not user friendly at all. wish i had my monet back. a total waste of time and money.,"[101, 2052, 2025, 28667, 8462, 4859, 2023, 2000, 3087, 1012, 1012, 2023, 2003, 2025, 5310, 5379, 2012, 2035, 1012, 4299, 1045, 2018, 2026, 12256, 3388, 2067, 1012, 1037, 2561, 5949, 1997, 2051, 1998, 2769, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
47115,why would i want an upgrade? i wanted word. waste of money! do not ever buy this. ever ever. that's my advice.,"[101, 2339, 2052, 1045, 2215, 2019, 12200, 1029, 1045, 2359, 2773, 1012, 5949, 1997, 2769, 999, 2079, 2025, 2412, 4965, 2023, 1012, 2412, 2412, 1012, 2008, 1005, 1055, 2026, 6040, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
133092,"this didn't help me at all. you have to already speek french to get anything out of it. it doesn't teach you how to speak french, just how to pronounce french words. i wish i could get my money back.","[101, 2023, 2134, 1005, 1056, 2393, 2033, 2012, 2035, 1012, 2017, 2031, 2000, 2525, 11867, 4402, 2243, 2413, 2000, 2131, 2505, 2041, 1997, 2009, 1012, 2009, 2987, 1005, 1056, 6570, 2017, 2129, 2000, 3713, 2413, 1010, 2074, 2129, 2000, 4013, 3630, 17457, 2413, 2616, 1012, 1045, 4299, 1045, 2071, 2131, 2026, 2769, 2067, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
107887,advertised to work with windows 7. it did not. had to return program. annoying and waste of my time.,"[101, 17099, 2000, 2147, 2007, 3645, 1021, 1012, 2009, 2106, 2025, 1012, 2018, 2000, 2709, 2565, 1012, 15703, 1998, 5949, 1997, 2026, 2051, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
104496,"the game is fun, but it took 3 1/2 hours to install.  i don't have a fast internet connection, and the game wouldn't launch until all the updates were complete from steam.","[101, 1996, 2208, 2003, 4569, 1010, 2021, 2009, 2165, 1017, 1015, 1013, 1016, 2847, 2000, 16500, 1012, 1045, 2123, 1005, 1056, 2031, 1037, 3435, 4274, 4434, 1010, 1998, 1996, 2208, 2876, 1005, 1056, 4888, 2127, 2035, 1996, 14409, 2020, 3143, 2013, 5492, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
18199,i still have not got this successfully activated! it has been very challenging.,"[101, 1045, 2145, 2031, 2025, 2288, 2023, 5147, 8878, 999, 2009, 2038, 2042, 2200, 10368, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
123662,"this product was so lame. microsoft word offers more publishing features, graphics, etc. please don't waste your time or money on this.","[101, 2023, 4031, 2001, 2061, 20342, 1012, 7513, 2773, 4107, 2062, 4640, 2838, 1010, 8389, 1010, 4385, 1012, 3531, 2123, 1005, 1056, 5949, 2115, 2051, 2030, 2769, 2006, 2023, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
115060,"we purchased this product and installed it on our windows xp system.  didn't work at all, kept getting an error #5 message.  didn't work in compatability mode either.  waste of money, we will never buy from this company again.","[101, 2057, 4156, 2023, 4031, 1998, 5361, 2009, 2006, 2256, 3645, 26726, 2291, 1012, 2134, 1005, 1056, 2147, 2012, 2035, 1010, 2921, 2893, 2019, 7561, 1001, 1019, 4471, 1012, 2134, 1005, 1056, 2147, 1999, 4012, 4502, 2696, 8553, 5549, 2593, 1012, 5949, 1997, 2769, 1010, 2057, 2097, 2196, 4965, 2013, 2023, 2194, 2153, 1012, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
89099,"i got this to use on a power pc, which did not have any software.  it is excellent--reads excel files, and has save as features in all the programs so i can go back and forth with my windows computers. makes the old mac much more useful.","[101, 1045, 2288, 2023, 2000, 2224, 2006, 1037, 2373, 7473, 1010, 2029, 2106, 2025, 2031, 2151, 4007, 1012, 2009, 2003, 6581, 1011, 1011, 9631, 24970, 6764, 1010, 1998, 2038, 3828, 2004, 2838, 1999, 2035, 1996, 3454, 2061, 1045, 2064, 2175, 2067, 1998, 5743, 2007, 2026, 3645, 7588, 1012, 3084, 1996, 2214, 6097, 2172, 2062, 6179, 1012, 102, 0, 0, 0, 0, 0, 0, 0]"
